rule_d,word_d,pos_d,rule_d,words_m,poss_m,word_h,pos_h,special,order,rules_h,rules_am
rule560([noun + ITFX] + verb + щик -> noun),словолитчик,noun,,слово,noun,лить,verb,,1;0,rule213(verb + щик -> noun),
rule560([noun + ITFX] + verb + щик -> noun),газопайщик,noun,,газ,noun,паять,verb,,1;0,rule213(verb + щик -> noun),
rule560([noun + ITFX] + verb + щик -> noun),звездолётчик,noun,,звезда,noun,лететь,verb,,1;0,rule213(verb + щик -> noun),
rule560([noun + ITFX] + verb + щик -> noun),асфальтоукладчик,noun,,асфальт,noun,укладывать,verb,,1;0,rule213(verb + щик -> noun),
rule560([noun + ITFX] + verb + щик -> noun),свеклопогрузчик,noun,,свёкла,noun,погрузить,verb,,1;0,rule213(verb + щик -> noun),
rule561([noun + ITFX] + verb + льщик -> noun),сталеплавильщик,noun,,сталь,noun,плавить,verb,,1;0,rule214(verb + льщик -> noun),
rule561([noun + ITFX] + verb + льщик -> noun),сноповязальщик,noun,,сноп,noun,вязать,verb,,1;0,rule214(verb + льщик -> noun),
rule561([noun + ITFX] + verb + льщик -> noun),шелкомотальщик,noun,,шёлк,noun,мотать,verb,,1;0,rule214(verb + льщик -> noun),
rule561([noun + ITFX] + verb + льщик -> noun),камнедробильщик,noun,,камень,noun,дробить,verb,,1;0,rule214(verb + льщик -> noun),
rule561([noun + ITFX] + verb + льщик -> noun),самопрядильщик,noun,,сам,pron,прясть,verb,,1;0,rule214(verb + льщик -> noun),
rule561([noun + ITFX] + verb + льщик -> noun),зерносушильщик,noun,,зерно,noun,сушить,verb,,1;0,rule214(verb + льщик -> noun),
rule561([noun + ITFX] + verb + льщик -> noun),льнотеребильщик,noun,,лён,noun,теребить,verb,,1;0,rule214(verb + льщик -> noun),
rule562([noun + ITFX] + verb + ник/еник/енник/ик -> noun),рукомойник,noun,,рука,noun,мыть,verb,,1;0,rule212(verb + ник/еник/енник/ик -> noun),
rule562([noun + ITFX] + verb + ник/еник/енник/ик -> noun),мочеточник,noun,,моча,noun,точить,verb,,1;0,rule212(verb + ник/еник/енник/ик -> noun),
rule562([noun + ITFX] + verb + ник/еник/енник/ик -> noun),токоприемник,noun,,ток,noun,принять,verb,,1;0,rule212(verb + ник/еник/енник/ик -> noun),
rule562([noun + ITFX] + verb + ник/еник/енник/ик -> noun),токосъемник,noun,,ток,noun,снять,verb,,1;0,rule212(verb + ник/еник/енник/ик -> noun),
rule562([noun + ITFX] + verb + ник/еник/енник/ик -> noun),судоподъемник,noun,,судно,noun,поднять,verb,,1;0,rule212(verb + ник/еник/енник/ик -> noun),
rule562([noun + ITFX] + verb + ник/еник/енник/ик -> noun),паросборник,noun,,пар,noun,сбирать,verb,,1;0,rule212(verb + ник/еник/енник/ик -> noun),
rule562([noun + ITFX] + verb + ник/еник/енник/ик -> noun),мусоросборник,noun,,мусор,noun,сбирать,verb,,1;0,rule212(verb + ник/еник/енник/ик -> noun),
rule562([noun + ITFX] + verb + ник/еник/енник/ик -> noun),идолопоклонник,noun,,идол,noun,поклоняться,verb,,1;0,rule212(verb + ник/еник/енник/ик -> noun),
rule562([noun + ITFX] + verb + ник/еник/енник/ик -> noun),клятвопреступник,noun,,клятва,noun,преступать,verb,,1;0,rule212(verb + ник/еник/енник/ик -> noun),
rule562([noun + ITFX] + verb + ник/еник/енник/ик -> noun),богохульник,noun,,бог,noun,хулить,verb,,1;0,rule212(verb + ник/еник/енник/ик -> noun),
rule562([noun + ITFX] + verb + ник/еник/енник/ик -> noun),монеторазменник,noun,,монета,noun,разменять,verb,,1;0,rule212(verb + ник/еник/енник/ик -> noun),
rule562([noun + ITFX] + verb + ник/еник/енник/ик -> noun),соломоподъемник,noun,,солома,noun,поднять,verb,,1;0,rule212(verb + ник/еник/енник/ик -> noun),
rule562([noun + ITFX] + verb + ник/еник/енник/ик -> noun),греховодник,noun,,грех,noun,водить,verb,,1;0,rule212(verb + ник/еник/енник/ик -> noun),
rule562([noun + ITFX] + verb + ник/еник/енник/ик -> noun),низкопоклонник,noun,,низкий,adj,поклоняться,verb,,1;0,rule212(verb + ник/еник/енник/ик -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),водокачка,noun,,вода,noun,качать,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),мясорубка,noun,,мясо,noun,рубить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),зубочистка,noun,,зуб,noun,чистить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),краскотёрка,noun,,краска,noun,тереть,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),мышеловка,noun,,мышь,noun,ловить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),уховёртка,noun,,ухо,noun,вертеть,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),поломойка,noun,,пол,noun,мыть,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),посудомойка,noun,,посуда,noun,мыть,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),землеройка,noun,,земля,noun,рыть,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),телогрейка,noun,,тело,noun,греть,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),сластоежка,noun,,сласть,noun,есть,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),парооттайка,noun,,пар,noun,оттаять,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),газоочистка,noun,,газ,noun,очистить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),клеверотёрка,noun,,клевер,noun,тереть,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),кофеварка,noun,,кофе,noun,варить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),кофемолка,noun,,кофе,noun,молоть,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),молоковарка,noun,,молоко,noun,варить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),овощечистка,noun,,овощ,noun,чистить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),картофелепечка,noun,,картофель,noun,печь,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),кожемяка,noun,,кожа,noun,мять,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([noun + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),бумагомарака,noun,,бумага,noun,марать,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([adj + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),скороварка,noun,,скорый,adj,варить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([adj + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),скороговорка,noun,,скорый,adj,говорить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([adj + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),белошвейка,noun,,белый,adj,шить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([adj + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),золотошвейка,noun,,золотой,adj,шить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([adj + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),сладкоежка,noun,,сладкий,adj,есть,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([adj + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),самокрутка,noun,,сам,pron,крутить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([adj + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),самосейка,noun,,сам,pron,сеять,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([adj + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),самоучка,noun,,сам,pron,учить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([adj + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),всезнайка,noun,,всё,pron,знать,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([adj + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),самосброска,noun,,сам,pron,сбросить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([adj + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),самоскидка,noun,,сам,pron,скидывать,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([num + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),малодойка,noun,,мало,num,доить,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([num + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),многознайка,noun,,много,num,знать,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule563([num + ITFX] + verb + к(а)/овк(а)/ёжк(а) -> noun),малоежка,noun,,мало,num,есть,verb,,1;0,rule262(verb + к(а)/овк(а)/ёжк(а) -> noun),
rule564([noun + ITFX] + verb + лк(а) -> noun),сенокосилка,noun,,сено,noun,косить,verb,,1;0,rule228(verb + лк(а) -> noun),
rule564([noun + ITFX] + verb + лк(а) -> noun),картофелесажалка,noun,,картофель,noun,сажать,verb,,1;0,rule228(verb + лк(а) -> noun),
rule564([noun + ITFX] + verb + лк(а) -> noun),сноповязалка,noun,,сноп,noun,вязать,verb,,1;0,rule228(verb + лк(а) -> noun),
rule564([noun + ITFX] + verb + лк(а) -> noun),землечерпалка,noun,,земля,noun,черпать,verb,,1;0,rule228(verb + лк(а) -> noun),
rule564([noun + ITFX] + verb + лк(а) -> noun),камнедробилка,noun,,камень,noun,дробить,verb,,1;0,rule228(verb + лк(а) -> noun),
rule564([noun + ITFX] + verb + лк(а) -> noun),снеготаялка,noun,,снег,noun,таять,verb,,1;0,rule228(verb + лк(а) -> noun),
rule564([noun + ITFX] + verb + лк(а) -> noun),соковыжималка,noun,,сок,noun,выжимать,verb,,1;0,rule228(verb + лк(а) -> noun),
rule564([noun + ITFX] + verb + лк(а) -> noun),плодоовощесушилка,noun,,плод;овощ,noun;noun,сушить,verb,,1;2;0,rule228(verb + лк(а) -> noun),
rule564([noun + ITFX] + verb + лк(а) -> noun),газонокосилка,noun,,газон,noun,косить,verb,,1;0,rule228(verb + лк(а) -> noun),
rule564([noun + ITFX] + verb + лк(а) -> noun),коноплемялка,noun,,конопля,noun,мять,verb,,1;0,rule228(verb + лк(а) -> noun),
rule564([noun + ITFX] + verb + лк(а) -> noun),кормодробилка,noun,,корм,noun,дробить,verb,,1;0,rule228(verb + лк(а) -> noun),
rule564([noun + ITFX] + verb + лк(а) -> noun),мясоотбивалка,noun,,мясо,noun,отбивать,verb,,1;0,rule228(verb + лк(а) -> noun),
rule565([noun + ITFX] + verb + н(я)/отн(я)/овн(я) -> noun),рыборазводня,noun,,рыба,noun,разводить,verb,,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
rule565([noun + ITFX] + verb + н(я)/отн(я)/овн(я) -> noun),каменоломня,noun,,камень,noun,ломать,verb,,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
rule565([noun + ITFX] + verb + н(я)/отн(я)/овн(я) -> noun),пивоварня,noun,,пиво,noun,варить,verb,,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
rule565([noun + ITFX] + verb + н(я)/отн(я)/овн(я) -> noun),винокурня,noun,,вино,noun,курить,verb,,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
rule565([noun + ITFX] + verb + н(я)/отн(я)/овн(я) -> noun),лесопильня,noun,,лес,noun,пилить,verb,,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
rule565([noun + ITFX] + verb + н(я)/отн(я)/овн(я) -> noun),мукомольня,noun,,мука,noun,молоть,verb,,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
rule565([adj + ITFX] + verb + н(я)/отн(я)/овн(я) -> noun),живодёрня,noun,,живой,adj,драть,verb,,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
rule565([adj + ITFX] + verb + н(я)/отн(я)/овн(я) -> noun),скоропечатня,noun,,скорый,adj,печатать,verb,,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
rule565([noun + ITFX] + verb + н(я)/отн(я)/овн(я) -> noun),шерстомойня,noun,,шерсть,noun,мыть,verb,,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
rule565([noun + ITFX] + verb + н(я)/отн(я)/овн(я) -> noun),судомойня,noun,,судно,noun,мыть,verb,,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
rule565([noun + ITFX] + verb + н(я)/отн(я)/овн(я) -> noun),водогрейня,noun,,вода,noun,греть,verb,,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
rule565([noun + ITFX] + verb + н(я)/отн(я)/овн(я) -> noun),маслобойня,noun,,масло,noun,бить,verb,,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
rule565([noun + ITFX] + verb + н(я)/отн(я)/овн(я) -> noun),шерстобойня,noun,,шерсть,noun,бить,verb,,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
rule565([noun + ITFX] + verb + н(я)/отн(я)/овн(я) -> noun),словолитня,noun,,слово,noun,лить,verb,,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
rule566([noun + ITFX] + verb + ств(о) -> noun),рыболовство,noun,,рыба,noun,ловить,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([noun + ITFX] + verb + ств(о) -> noun),казнокрадство,noun,,казна,noun,красть,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([noun + ITFX] + verb + ств(о) -> noun),рукоприкладство,noun,,рука,noun,прикладывать,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([noun + ITFX] + verb + ств(о) -> noun),словопроизводство,noun,,слово,noun,производить,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([noun + ITFX] + verb + ств(о) -> noun),судоходство,noun,,судно,noun,ходить,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([noun + ITFX] + verb + ств(о) -> noun),зубоскальство,noun,,зуб,noun,скалить,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([noun + ITFX] + verb + ств(о) -> noun),бракодельство,noun,,брак,noun,делать,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([adj + ITFX] + verb + ств(о) -> noun),вольнодумство,noun,,вольный,adj,думать,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([adj + ITFX] + verb + ств(о) -> noun),пустозвонство,noun,,пустой,adj,звонить,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([adj + ITFX] + verb + ств(о) -> noun),низкопоклонство,noun,,низкий,adj,поклоняться,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([adj + ITFX] + verb + ств(о) -> noun),единоборство,noun,,единый,adj,бороться,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([adj + ITFX] + verb + ств(о) -> noun),самохвальство,noun,,сам,pron,хвалить,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([noun + ITFX] + verb + ств(о) -> noun),растениеводство,noun,,растение,noun,водить,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([noun + ITFX] + verb + ств(о) -> noun),кролиководство,noun,,кролик,noun,водить,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([noun + ITFX] + verb + ств(о) -> noun),мыслекрадство,noun,,мысль,noun,красть,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([noun + ITFX] + verb + ств(о) -> noun),вспышкопускательство,noun,,вспышка,noun,пускать,verb,,1;0,rule264(verb + ств(о) -> noun),
rule566([noun + ITFX] + verb + ств(о) -> noun),детопитательство,noun,,дети,noun,питать,verb,,1;0,rule264(verb + ств(о) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),мореплавание,noun,,море,noun,плавать,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),травосеяние,noun,,трава,noun,сеять,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),землетрясение,noun,,земля,noun,трясти,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),солнцестояние,noun,,солнце,noun,стоять,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),самолётовождение,noun,,самолёт,noun,водить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),головокружение,noun,,голова,noun,кружить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),рукопожатие,noun,,рука,noun,пожать,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),градобитие,noun,,град,noun,бить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),чаепитие,noun,,чай,noun,пить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),рукоделие,noun,,рука,noun,делать,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),землемерие,noun,,земля,noun,мерить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),богомолье,noun,,бог,noun,молить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([adj + ITFX] + verb + ниj(е) -> noun),чистописание,noun,,чистый,adj,писать,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([adj + ITFX] + verb + ниj(е) -> noun),тонкопрядение,noun,,тонкий,adj,прясть,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([adj + ITFX] + verb + ниj(е) -> noun),живорождение,noun,,живой,adj,родить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([adj + ITFX] + verb + ниj(е) -> noun),ясновидение,noun,,ясный,adj,видеть,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([adj + ITFX] + verb + ниj(е) -> noun),иносказание,noun,,иной,adj,сказать,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),всепрощение,noun,,всё,pron,прощать,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),общежитие,noun,,общий,adj,жить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),новоселье,noun,,новый,adj,селить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),самолюбие,noun,,сам,pron,любить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),пятиборье,noun,,пять,num,бороться,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),многоборье,noun,,много,num,бороться,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),себялюбие,noun,,себя,pron,любить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),авиастроение,noun,,авиа,glroot,строить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),турбостроение,noun,,турбо,glroot,строить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),космоплавание,noun,,космос,noun,плавать,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),космовидение,noun,,космос,noun,видеть,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),стереовидение,noun,,стерео,glroot,видеть,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),телевидение,noun,,теле,glroot,видеть,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),дружелюбие,noun,,друг,noun,любить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),здравоохранение,noun,,здравие,noun,охранять,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),кораблестроение,noun,,корабль,noun,строить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),приборостроение,noun,,прибор,noun,строить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),краеведение,noun,,край,noun,вести,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),машиноведение,noun,,машина,noun,вести,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),человеколюбие,noun,,человек,noun,любить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),правдолюбие,noun,,правда,noun,любить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),виноделие,noun,,вино,noun,делать,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),ковроделие,noun,,ковёр,noun,делать,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),двигателестроение,noun,,двигатель,noun,строить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),курсоуказание,noun,,курс,noun,указать,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),пылеулавливание,noun,,пыль,noun,улавливать,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),долгожитие,noun,,долгий,adj,жить,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),малописание,noun,,мало,num,писать,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule567([noun + ITFX] + verb + ниj(е) -> noun),слуходелье,noun,,слух,noun,делать,verb,,1;0,rule256(verb + ниj(е) -> noun),
rule568([noun + ITFX] + verb + ин(а) -> noun),водомоина,noun,,вода,noun,мыть,verb,,1;0,rule248(verb + ин(а) -> noun),
rule568([noun + ITFX] + verb + ин(а) -> noun),водороина,noun,,вода,noun,рыть,verb,,1;0,rule248(verb + ин(а) -> noun),
rule568([noun + ITFX] + verb + ин(а) -> noun),кротороина,noun,,крот,noun,рыть,verb,,1;0,rule248(verb + ин(а) -> noun),
rule568([noun + ITFX] + verb + ин(а) -> noun),червобоина,noun,,червь,noun,бить,verb,,1;0,rule248(verb + ин(а) -> noun),
rule568([noun + ITFX] + verb + ин(а) -> noun),морозобоина,noun,,мороз,noun,бить,verb,,1;0,rule248(verb + ин(а) -> noun),
rule568([noun + ITFX] + verb + ин(а) -> noun),червоточина,noun,,червь,noun,точить,verb,,1;0,rule248(verb + ин(а) -> noun),
rule568([noun + ITFX] + verb + ин(а) -> noun),зуботычина,noun,,зуб,noun,тыкать,verb,,1;0,rule248(verb + ин(а) -> noun),
rule569([noun + ITFX] + verb + йц(а) -> noun),кровопийца,noun,,кровь,noun,пить,verb,,1;0,rule254(verb + йц(а) -> noun),
rule569([noun + ITFX] + verb + йц(а) -> noun),водопийца,noun,,вода,noun,пить,verb,,1;0,rule254(verb + йц(а) -> noun),
rule569([noun + ITFX] + verb + йц(а) -> noun),чаепийца,noun,,чай,noun,пить,verb,,1;0,rule254(verb + йц(а) -> noun),
rule569([noun + ITFX] + verb + ль/оль -> noun),водоросль,noun,,вода,noun,расти,verb,,1;0,rule254(verb + ль/оль -> noun),
rule569([noun + ITFX] + verb + ль/оль -> noun),пусторосль,noun,,пустой,adj,расти,verb,,1;0,rule254(verb + ль/оль -> noun),
,виночерпий,noun,,вино,noun,черпать,verb,,1;0,-ий,
rule570([adj + ITFX] + noun + ник/атник/арник/овник -> noun),старшеклассник,noun,,старший,adj,класс,noun,,1;0,rule329(noun + ник/атник/арник/овник -> noun),
rule570([adj + ITFX] + noun + ник/атник/арник/овник -> noun),дальневосточник,noun,,дальний,adj,восток,noun,,1;0,rule329(noun + ник/атник/арник/овник -> noun),
rule570([adj + ITFX] + noun + ник/атник/арник/овник -> noun),воднолыжник,noun,,водный,adj,лыжи,noun,,1;0,rule329(noun + ник/атник/арник/овник -> noun),
rule570([adj + ITFX] + noun + ник/атник/арник/овник -> noun),чернорубашечник,noun,,чёрный,adj,рубашка,noun,,1;0,rule329(noun + ник/атник/арник/овник -> noun),
rule570([adj + ITFX] + noun + ник/атник/арник/овник -> noun),перворазрядник,noun,,первый,adj,разряд,noun,,1;0,rule329(noun + ник/атник/арник/овник -> noun),
rule570([adj + ITFX] + noun + ник/атник/арник/овник -> noun),второгодник,noun,,второй,adj,год,noun,,1;0,rule329(noun + ник/атник/арник/овник -> noun),
rule570([adj + ITFX] + noun + ник/атник/арник/овник -> noun),белобрючник,noun,,белый,adj,брюки,noun,,1;0,rule329(noun + ник/атник/арник/овник -> noun),
rule570([adj + ITFX] + noun + ник/атник/арник/овник -> noun),единомышленник,noun,,единый,adj,мысль,noun,,1;0,rule329(noun + ник/атник/арник/овник -> noun),
rule570([num + ITFX] + noun + ник/атник/арник/овник -> noun),однокашник,noun,,один,num,каша,noun,,1;0,rule329(noun + ник/атник/арник/овник -> noun),
