rule,word_d,pos_d,words_m,poss_m,word_h,pos_h
-ц(ы),острозубцы,noun,острый,adj,зуб,noun
-ц(ы),плоскогубцы,noun,плоский,adj,губа,noun
rule578*(noun + иj(а) -> noun),секундометрия,noun,секунда,noun,метр,glroot
rule578*(noun + иj(а) -> noun),телеметрия,noun,теле,glroot,метр,glroot
rule578*(noun + иj(а) -> noun),стереофония,noun,стерео,glroot,фон,glroot
rule578*(noun + иj(а) -> noun),рентгеноскопия,noun,рентген,noun,скоп,glroot
rule578*(noun + иj(а) -> noun),Синегория,noun,синий,adj,гора,noun
rule578*(noun + иj(а) -> noun),фотохромия,noun,фото,glroot,хром,glroot
rule578*(noun + иj(а) -> noun),Черномория,noun,чёрный,adj,море,noun
rule578*(noun + иj(а) -> noun),полифония,noun,поли,glroot,фон,glroot
-иц(а),гололёдица,noun,голый,adj,лёд,noun
-ность,разновидность,noun,разный,adj,вид,noun
-ин,простолюдин,noun,простой,adj,люди,noun
rule446(verb + 0m2 -> noun),экскурсовод,noun,экскурсия,noun,водить,verb
rule446(verb + 0m2 -> noun),контейнеровоз,noun,контейнер,noun,возить,verb
rule446(verb + 0m2 -> noun),атомоход,noun,атом,noun,ходить,verb
rule446(verb + 0m2 -> noun),листопад,noun,лист,noun,падать,verb
rule446(verb + 0m2 -> noun),зверолов,noun,зверь,noun,ловить,verb
rule446(verb + 0m2 -> noun),теплоход,noun,тепло,noun,ходить,verb
rule446(verb + 0m2 -> noun),ветроход,noun,ветер,noun,ходить,verb
rule446(verb + 0m2 -> noun),прутомят,noun,прут,noun,мять,verb
rule446(verb + 0m2 -> noun),газопровод,noun,газ,noun,проводить,verb
rule446(verb + 0m2 -> noun),посудомой,noun,посуда,noun,мыть,verb
rule446(verb + 0m2 -> noun),водосбор,noun,вода,noun,сбирать,verb
rule446(verb + 0m2 -> noun),самогуд,noun,сам,pron,гудеть,verb
rule446(verb + 0m2 -> noun),лиходей,noun,лихо,noun,деять,verb
rule446(verb + 0m2 -> noun),водолив,noun,вода,noun,лить,verb
rule446(verb + 0m2 -> noun),луговод,noun,луг,noun,водить,verb
rule446(verb + 0m2 -> noun),самотёк,noun,сам,pron,течь,verb
rule446(verb + 0m2 -> noun),дерносним,noun,дёрн,noun,снять,verb
rule446(verb + 0m2 -> noun),водопровод,noun,вода,noun,проводить,verb
rule446(verb + 0m2 -> noun),табакур,noun,табак,noun,курить,verb
rule446(verb + 0m2 -> noun),тугодум,noun,тугой,adj,думать,verb
rule446(verb + 0m2 -> noun),звездочёт,noun,звезда,noun,честь,verb
rule446(verb + 0m2 -> noun),бахчевод,noun,бахча,noun,водить,verb
rule446(verb + 0m2 -> noun),самокат,noun,сам,pron,катиться,verb
rule446(verb + 0m2 -> noun),плодосъём,noun,плод,noun,снять,verb
rule446(verb + 0m2 -> noun),икромёт,noun,игра,noun,метать,verb
rule446(verb + 0m2 -> noun),коновод,noun,конь,noun,водить,verb
rule446(verb + 0m2 -> noun),высотомер,noun,высота,noun,мерить,verb
rule446(verb + 0m2 -> noun),воздуходув,noun,воздух,noun,дуть,verb
rule446(verb + 0m2 -> noun),однодум,noun,один,num,думать,verb
rule446(verb + 0m2 -> noun),ветродув,noun,ветер,noun,дуть,verb
rule446(verb + 0m2 -> noun),лермонтовед,noun,Лермонтов,prop,ведать,verb
rule446(verb + 0m2 -> noun),пескорой,noun,песок,noun,рыть,verb
rule446(verb + 0m2 -> noun),паровоз,noun,пар,noun,возить,verb
rule446(verb + 0m2 -> noun),пароход,noun,пар,noun,ходить,verb
rule446(verb + 0m2 -> noun),ветромер,noun,ветер,noun,мерить,verb
rule446(verb + 0m2 -> noun),свиновод,noun,свинья,noun,водить,verb
rule446(verb + 0m2 -> noun),домосед,noun,дом,noun,сидеть,verb
rule446(verb + 0m2 -> noun),ледоструг,noun,лёд,noun,стругать,verb
rule446(verb + 0m2 -> noun),электроход,noun,электро,glroot,ходить,verb
rule446(verb + 0m2 -> noun),яйцевод,noun,яйцо,noun,водить,verb
rule446(verb + 0m2 -> noun),кубогрей,noun,куб,noun,греть,verb
rule446(verb + 0m2 -> noun),стеклодув,noun,стекло,noun,дуть,verb
rule446(verb + 0m2 -> noun),чудодей,noun,чудо,noun,деять,verb
rule446(verb + 0m2 -> noun),буревал,noun,буря,noun,валить,verb
rule446(verb + 0m2 -> noun),самовяз,noun,сам,pron,вязать,verb
rule446(verb + 0m2 -> noun),ледоход,noun,лёд,noun,ходить,verb
rule446(verb + 0m2 -> noun),мусоропровод,noun,мусор,noun,проводить,verb
rule446(verb + 0m2 -> noun),трубкожил,noun,трубка,noun,жить,verb
rule446(verb + 0m2 -> noun),шекспировед,noun,Шекспир,prop,ведать,verb
rule446(verb + 0m2 -> noun),грунторез,noun,грунт,noun,резать,verb
rule446(verb + 0m2 -> noun),пылеотсос,noun,пыль,noun,отсосать,verb
rule446(verb + 0m2 -> noun),луноход,noun,луна,noun,ходить,verb
rule446(verb + 0m2 -> noun),волновод,noun,волна,noun,водить,verb
rule446(verb + 0m2 -> noun),животновод,noun,животное,noun,водить,verb
rule446(verb + 0m2 -> noun),киновед,noun,кино,noun,ведать,verb
rule446(verb + 0m2 -> noun),круговорот,noun,круг,noun,воротить,verb
rule446(verb + 0m2 -> noun),турбоход,noun,труба,noun,ходить,verb
rule446(verb + 0m2 -> noun),скороход,noun,скорый,adj,ходить,verb
rule446(verb + 0m2 -> noun),скотопрогон,noun,скот,noun,прогонять,verb
rule446(verb + 0m2 -> noun),плотогон,noun,плот,noun,гнать,verb
rule446(verb + 0m2 -> noun),снегопад,noun,снег,noun,падать,verb
rule446(verb + 0m2 -> noun),природовед,noun,природа,noun,ведать,verb
rule446(verb + 0m2 -> noun),солнцеворот,noun,солнце,noun,воротить,verb
rule446(verb + 0m2 -> noun),сухостой,noun,сухой,adj,стоять,verb
rule446(verb + 0m2 -> noun),тепловоз,noun,тепло,noun,возить,verb
rule446(verb + 0m2 -> noun),злодей,noun,зло,noun,деять,verb
rule446(verb + 0m2 -> noun),плотовод,noun,плот,noun,водить,verb
rule446(verb + 0m2 -> noun),самолёт,noun,сам,pron,лететь,verb
rule446(verb + 0m2 -> noun),скороход,noun,скорый,adj,ходить,verb
rule446(verb + 0m2 -> noun),вездеход,noun,везде,adv,ходить,verb
rule446(verb + 0m2 -> noun),дымоход,noun,дым,noun,ходить,verb
rule446(verb + 0m2 -> noun),краевед,noun,край,noun,ведать,verb
rule446(verb + 0m2 -> noun),водосток,noun,вода,noun,стечь,verb
rule446(verb + 0m2 -> noun),тяжеловоз,noun,тяжёлый,adj,возить,verb
rule446(verb + 0m2 -> noun),солевар,noun,соль,noun,варить,verb
rule446(verb + 0m2 -> noun),водовыпуск,noun,вода,noun,выпускать,verb
rule446(verb + 0m2 -> noun),ветровал,noun,ветер,noun,валить,verb
rule446(verb + 0m2 -> noun),книголюб,noun,книга,noun,любить,verb
rule446(verb + 0m2 -> noun),снегоход,noun,снег,noun,ходить,verb
rule446(verb + 0m2 -> noun),путепровод,noun,путь,noun,проводить,verb
rule446(verb + 0m2 -> noun),ледорез,noun,лёд,noun,резать,verb
rule446(verb + 0m2 -> noun),однолюб,noun,один,num,любить,verb
rule446(verb + 0m2 -> noun),новотёл,noun,новый,noun,телиться,verb
rule446(verb + 0m2 -> noun),плодожил,noun,плод,noun,жить,verb
rule446(verb + 0m2 -> noun),дождепад,noun,дождь,noun,падать,verb
rule446(verb + 0m2 -> noun),трубовоз,noun,труба,noun,возить,verb
rule446(verb + 0m2 -> noun),мясоед,noun,мясо,noun,есть,verb
rule446(verb + 0m2 -> noun),листолёт,noun,лист,noun,лететь,verb
rule446(verb + 0m2 -> noun),самоход,noun,сам,pron,ходить,verb
rule446(verb + 0m2 -> noun),лунокоп,noun,луна,noun,копать,verb
rule446(verb + 0m2 -> noun),живодёр,noun,живой,adj,драть,verb
rule446(verb + 0m2 -> noun),вертолёт,noun,вертеть,verb,лететь,verb
rule446(verb + 0m2 -> noun),травостой,noun,трава,noun,стоять,verb
rule446(verb + 0m2 -> noun),горючевоз,noun,горючее,noun,возить,verb
rule446(verb + 0m2 -> noun),пищевод,noun,пища,noun,водить,verb
rule446(verb + 0m2 -> noun),старожил,noun,старый,adj,жить,verb
rule446(verb + 0m2 -> noun),бензовоз,noun,бензин,noun,возить,verb
rule446(verb + 0m2 -> noun),пескожил,noun,песок,noun,жить,verb
rule446(verb + 0m2 -> noun),бурелом,noun,буря,noun,ломать,verb
rule446(verb + 0m2 -> noun),стекломой,noun,стекло,noun,мыть,verb
rule446(verb + 0m2 -> noun),пустозвон,noun,пустой,adj,звонить,verb
rule446(verb + 0m2 -> noun),китобой,noun,кит,noun,бить,verb
rule446(verb + 0m2 -> noun),сухолом,noun,сухой,adj,ломать,verb
rule446(verb + 0m2 -> noun),новосёл,noun,новый,adj,селить,verb
rule446(verb + 0m2 -> noun),молодожён,noun,молодой,adj,жениться,verb
rule446(verb + 0m2 -> noun),рекостав,noun,река,noun,стать,verb
rule446(verb + 0m2 -> noun),групповод,noun,группа,noun,водить,verb
rule446(verb + 0m2 -> noun),суховей,noun,сухой,adj,веять,verb
rule446(verb + 0m2 -> noun),трубопровод,noun,труба,noun,проводить,verb
rule446(verb + 0m2 -> noun),солнцепёк,noun,солнце,noun,печь,verb
rule446(verb + 0m2 -> noun),садовод,noun,сад,noun,водить,verb
rule446(verb + 0m2 -> noun),турбовоз,noun,труба,noun,возить,verb
rule446(verb + 0m2 -> noun),громоотвод,noun,гром,noun,отводить,verb
rule446(verb + 0m2 -> noun),болотоход,noun,болото,noun,ходить,verb
rule446(verb + 0m2 -> noun),камнепад,noun,камень,noun,падать,verb
rule446(verb + 0m2 -> noun),водосброс,noun,вода,noun,сбросить,verb
rule446(verb + 0m2 -> noun),водоворот,noun,вода,noun,воротить,verb
rule446(verb + 0m2 -> noun),секундомер,noun,секунда,noun,мерить,verb
rule451(verb + 0f1 -> noun),костоеда,noun,кость,noun,есть,verb
rule451(verb + 0f1 -> noun),пустомеля,noun,пустой,adj,полоть,verb
rule451(verb + 0f1 -> noun),ногтоеда,noun,ноготь,noun,есть,verb
rule451(verb + 0f1 -> noun),бревнотаска,noun,бревно,noun,таскать,verb
rule451(verb + 0f1 -> noun),лесосека,noun,лес,noun,сечь,verb
rule451(verb + 0f1 -> noun),книгоноша,noun,книга,noun,носить,verb
rule451(verb + 0f1 -> noun),самотаска,noun,сам,pron,таскать,verb
rule454(verb + 0f3 -> noun),стенопись,noun,стена,noun,писать,verb
rule454(verb + 0f3 -> noun),иконопись,noun,икона,noun,писать,verb
rule454(verb + 0f3 -> noun),коновязь,noun,конь,noun,вязать,verb
rule454(verb + 0f3 -> noun),скоропись,noun,скорый,adj,писать,verb
rule454(verb + 0f3 -> noun),светопись,noun,свет,noun,писать,verb
rule454(verb + 0f3 -> noun),круговерть,noun,круг,noun,вертеть,verb
rule580(noun + 0 -> noun),однорог,noun,один,num,рог,noun
rule580(noun + 0 -> noun),острослов,noun,острый,adj,слово,noun
rule580(noun + 0 -> noun),углевод,noun,уголь,noun,вода,noun
rule580(noun + 0 -> noun),носорог,noun,нос,noun,рог,noun
rule580(noun + 0 -> noun),чернослив,noun,чёрный,adj,слива,noun
rule580(noun + 0 -> noun),звездорыл,noun,звезда,noun,рыло,noun
rule580(noun + 0 -> noun),чернозём,noun,чёрный,adj,земля,noun
rule580(noun + 0 -> noun),тяжеловес,noun,тяжёлый,adj,вес,noun
rule580(noun + 0 -> noun),разновес,noun,разный,adj,вес,noun
rule580(noun + 0 -> noun),толстосум,noun,толстый,adj,сума,noun
rule580(noun + 0 -> noun),долгопят,noun,долгий,adj,пята,noun
rule580(noun + 0 -> noun),многочлен,noun,много,num,член,noun
rule580(noun + 0 -> noun),чернотроп,noun,чёрный,adj,тропа,noun
rule580(noun + 0 -> noun),мелкозвон,noun,мелкий,adj,звон,noun
rule580(noun + 0 -> noun),корнеплод,noun,корень,noun,плод,noun
rule580(noun + 0 -> noun),пустоцвет,noun,пустой,adj,цвет,noun
rule580(noun + 0 -> noun),утконос,noun,утка,noun,нос,noun
rule580(noun + 0 -> noun),лисохвост,noun,лиса,noun,хвост,noun
rule580(noun + 0 -> noun),лизоблюд,noun,лизать,verb,блюдо,noun
rule580(noun + 0 -> noun),болиголов,noun,болеть,verb,голова,noun
rule580(noun + 0 -> noun),скалозуб,noun,скалить,verb,зуб,noun
rule580(noun + 0 -> noun),косогор,noun,косой,adj,гора,noun
rule580(noun + 0 -> noun),ластохвост,noun,ласт,noun,хвост,noun
rule580(noun + 0 -> noun),вертолист,noun,вертеть,verb,лист,noun
rule580(noun + 0 -> noun),белотроп,noun,белый,adj,тропа,noun
rule580(noun + 0 -> noun),сухогруз,noun,сухой,adj,груз,noun
rule580(noun + 0 -> noun),стрелолист,noun,стрела,noun,лист,noun
-0f3,гололедь,noun,голый,adj,лёд,noun
-0f1,лежебока,noun,лежать,verb,бок,noun
rule550([noun + ITFX] + noun -> noun),лжегрядущее,noun,ложь,noun,грядущее,noun
rule550([noun + ITFX] + noun -> noun),месторасположение,noun,место,noun,расположение,noun
rule550([noun + ITFX] + noun -> noun),лжепроблема,noun,ложь,noun,проблема,noun
rule550([noun + ITFX] + noun -> noun),местопроизрастание,noun,место,noun,произрастание,noun
rule550([noun + ITFX] + noun -> noun),полуостров,noun,половина,noun,остров,noun
rule550([noun + ITFX] + noun -> noun),метровокзал,noun,метро,noun,вокзал,noun
rule550([noun + ITFX] + noun -> noun),горе-охотник,noun,горе,noun,охотник,noun
rule550([noun + ITFX] + noun -> noun),полулодка,noun,половина,noun,лодка,noun
rule550([noun + ITFX] + noun -> noun),птицефабрика,noun,птица,noun,фабрика,noun
rule550([noun + ITFX] + noun -> noun),темпо-ритм,noun,темп,noun,ритм,noun
rule550([noun + ITFX] + noun -> noun),чудо-машина,noun,чудо,noun,машина,noun
rule550([noun + ITFX] + noun -> noun),местожительство,noun,место,noun,жительство,noun
rule550([noun + ITFX] + noun -> noun),киномеханик,noun,кино,noun,механик,noun
rule550([noun + ITFX] + noun -> noun),полуплот,noun,половина,noun,плот,noun
rule550([noun + ITFX] + noun -> noun),веломотоцикл,noun,вело,glroot,мотоцикл,noun
rule550([noun + ITFX] + noun -> noun),хладотранспорт,noun,хлад,noun,транспорт,noun
rule550([noun + ITFX] + noun -> noun),царь-яблоко,noun,царь,noun,яблоко,noun
rule550([noun + ITFX] + noun -> noun),автозаправщик,noun,авто,glroot,заправщик,noun
rule550([noun + ITFX] + noun -> noun),радиосвязь,noun,радио,noun,связь,noun
rule550([noun + ITFX] + noun -> noun),теплоотдача,noun,тепло,noun,отдача,noun
rule550([noun + ITFX] + noun -> noun),нефтеград,noun,нефть,noun,град,noun
rule550([noun + ITFX] + noun -> noun),зубробизон,noun,зубр,noun,бизон,noun
rule550([noun + ITFX] + noun -> noun),Ленинград,noun,Ленин,prop,град,noun
rule550([noun + ITFX] + noun -> noun),Зеленоград,noun,зелёный,noun,град,noun
rule550([noun + ITFX] + noun -> noun),царь-колокол,noun,чудо,noun,колокол,noun
rule550([noun + ITFX] + noun -> noun),Целиноград,noun,целина,noun,град,noun
rule550([noun + ITFX] + noun -> noun),железобетон,noun,железо,noun,бетон,noun
rule550([noun + ITFX] + noun -> noun),ракетопланер,noun,ракета,noun,планер,noun
rule550([noun + ITFX] + noun -> noun),лжеречь,noun,ложь,noun,речь,noun
rule550([noun + ITFX] + noun -> noun),обезьяночеловек,noun,обезьяна,noun,человек,noun
rule550([noun + ITFX] + noun -> noun),хладокомбинат,noun,хлад,noun,комбинат,noun
rule550([noun + ITFX] + noun -> noun),звукорежиссёр,noun,звук,noun,режиссёр,noun
rule550([noun + ITFX] + noun -> noun),кинокартина,noun,кино,noun,картина,noun
rule550([noun + ITFX] + noun -> noun),автоград,noun,авто,glroot,град,noun
rule550([noun + ITFX] + noun -> noun),пассажиропоток,noun,пассажир,noun,поток,noun
rule550([noun + ITFX] + noun -> noun),мировоззрение,noun,мир,noun,воззрение,noun
rule550([noun + ITFX] + noun -> noun),лесопарк,noun,лес,noun,парк,noun
rule550([noun + ITFX] + noun -> noun),Волгоград,noun,Волга,prop,град,noun
rule550([noun + ITFX] + noun -> noun),горе-ученик,noun,горе,noun,ученик,noun
rule550([noun + ITFX] + noun -> noun),чудо-дерево,noun,чудо,noun,дерево,noun
rule550([noun + ITFX] + noun -> noun),полупроводник,noun,половина,noun,проводник,noun
rule550([noun + ITFX] + noun -> noun),полукруг,noun,половина,noun,круг,noun
rule550([noun + ITFX] + noun -> noun),овощехранилище,noun,овощ,noun,хранилище,noun
rule550([noun + ITFX] + noun -> noun),нефтепромышленность,noun,нефть,noun,промышленность,noun
rule550([noun + ITFX] + noun -> noun),градоначальник,noun,град,noun,начальник,noun
rule550([noun + ITFX] + noun -> noun),царь-пушка,noun,царь,noun,пушка,noun
rule550([noun + ITFX] + noun -> noun),чудо-богатырь,noun,чудо,noun,богатырь,noun
rule550([noun + ITFX] + noun -> noun),чудо-ягода,noun,чудо,noun,ягода,noun
rule550([noun + ITFX] + noun -> noun),друго-враг,noun,друг,noun,враг,noun
rule550([noun + ITFX] + noun -> noun),хлебозавод,noun,хлеб,noun,завод,noun
rule550([noun + ITFX] + noun -> noun),кинотеатр,noun,кино,noun,театр,noun
rule550([noun + ITFX] + noun -> noun),полумрак,noun,половина,noun,мрак,noun
rule550([noun + ITFX] + noun -> noun),формотворчество,noun,форма,noun,творчество,noun
rule550([noun + ITFX] + noun -> noun),лженаука,noun,ложь,noun,наука,noun
rule550([noun + ITFX] + noun -> noun),полусон,noun,половина,noun,сон,noun
rule550([noun + ITFX] + noun -> noun),градостроитель,noun,град,noun,строитель,noun
rule550([noun + ITFX] + noun -> noun),киноартист,noun,кино,noun,артист,noun
rule550([noun + ITFX] + noun -> noun),лжеопыт,noun,ложь,noun,опыт,noun
rule550([adj + ITFX] + noun -> noun),самоковыряние,noun,сам,pron,ковыряние,noun
rule550([adj + ITFX] + noun -> noun),самохарактеристика,noun,сам,pron,характеристика,noun
rule550([adj + ITFX] + noun -> noun),кривотолк,noun,кривой,adj,толк,noun
rule550([adj + ITFX] + noun -> noun),младочехи,noun,младой,adj,чехи,noun
rule550([adj + ITFX] + noun -> noun),младогегельянцы,noun,младой,adj,гегельянцы,noun
rule550([adj + ITFX] + noun -> noun),самообразование,noun,сам,pron,образование,noun
rule550([adj + ITFX] + noun -> noun),старослужащий,noun,старый,adj,служащий,part
rule550([adj + ITFX] + noun -> noun),взаимовлияние,noun,взаимный,adj,влияние,noun
rule550([adj + ITFX] + noun -> noun),самообслуживание,noun,сам,pron,обслуживание,noun
rule550([adj + ITFX] + noun -> noun),взаимопроникновение,noun,взаимный,adj,проникновение,noun
rule550([adj + ITFX] + noun -> noun),первоисточник,noun,первый,adj,источник,noun
rule550([adj + ITFX] + noun -> noun),вольнослушатель,noun,вольный,adj,слушатель,noun
rule550([adj + ITFX] + noun -> noun),взаимопосещение,noun,взаимный,adj,посещение,noun
rule550([adj + ITFX] + noun -> noun),ложноножка,noun,ложный,adj,ножка,noun
rule550([adj + ITFX] + noun -> noun),сухофрукт,noun,сухой,adj,фрукт,noun
rule550([adj + ITFX] + noun -> noun),младотурки,noun,младой,adj,турки,noun
rule550([adj + ITFX] + noun -> noun),взаимопомощь,noun,взаимный,adj,помощь,noun
rule550([adj + ITFX] + noun -> noun),быстродействие,noun,быстрый,adj,действие,noun
rule550([num + ITFX] + noun -> noun),однотрубка,noun,один,num,трубка,noun
rule550([num + ITFX] + noun -> noun),двуокись,noun,два,num,окись,noun
rule1028*(noun + GEN -> noun),полкомнаты,noun,половина,noun,комната,noun
rule1028*(noun + GEN -> noun),полчаса,noun,половина,noun,час,noun
rule1028*(noun + GEN -> noun),полсуток,noun,половина,noun,сутки,noun
rule1028*(noun + GEN -> noun),пол-очка,noun,половина,noun,очко,noun
rule1028*(noun + GEN -> noun),полведра,noun,половина,noun,ведро,noun
rule1028*(noun + GEN -> noun),полмира,noun,половина,noun,мир,noun
FOREIGN,телеуправление,noun,теле,glroot,управление,noun
FOREIGN,египтолог,noun,Египет,prop,лог,glroot
FOREIGN,микрорецензия,noun,микро,glroot,рецензия,noun
FOREIGN,изошарж,noun,изо,glroot,шарж,noun
FOREIGN,женофоб,noun,жена,noun,фоб,glroot
FOREIGN,баротерапия,noun,баро,glroot,терапия,noun
FOREIGN,велогонка,noun,вело,glroot,гонка,noun
FOREIGN,видеофон,noun,видео,glroot,фон,glroot
FOREIGN,хронограф,noun,хроно,glroot,граф,glroot
FOREIGN,метеостанция,noun,метео,glroot,станция,noun
FOREIGN,пневмозарядник,noun,пневмо,glroot,зарядник,noun
FOREIGN,хлопкороб,noun,хлопок,noun,роб,glroot
FOREIGN,графоман,noun,графо,glroot,ман,glroot
FOREIGN,лейтмотив,noun,лейт,glroot,мотив,noun
FOREIGN,фильмоскоп,noun,фильм,noun,скоп,glroot
FOREIGN,кардиолог,noun,кардио,glroot,лог,glroot
FOREIGN,фотокопия,noun,фото,glroot,копия,noun
FOREIGN,биоток,noun,био,glroot,ток,noun
FOREIGN,эвакопункт,noun,эвако,glroot,пункт,noun
FOREIGN,мини-партия,noun,мини,glroot,партия,noun
FOREIGN,радиофизика,noun,радио,glroot,физика,noun
FOREIGN,шароскоп,noun,шар,noun,скоп,glroot
FOREIGN,велобол,noun,вело,glroot,бол,glroot
FOREIGN,хлебороб,noun,хлеб,noun,роб,glroot
FOREIGN,фонограф,noun,фоно,glroot,граф,glroot
FOREIGN,барокамера,noun,баро,glroot,камера,noun
FOREIGN,автомобиль,noun,авто,glroot,мобиль,glroot
FOREIGN,фотофоб,noun,фото,glroot,фоб,glroot
FOREIGN,блицпартия,noun,блиц,glroot,партия,noun
FOREIGN,мотопила,noun,мото,glroot,пила,noun
FOREIGN,поливитамин,noun,поли,glroot,витамин,noun
FOREIGN,диктофон,noun,диктовать,verb,фон,glroot
FOREIGN,гидроизоляция,noun,гидро,glroot,изоляция,noun
FOREIGN,фонограмма,noun,фоно,glroot,грамма,glroot
FOREIGN,автовышка,noun,авто,glroot,вышка,noun
FOREIGN,мотокросс,noun,мото,glroot,кросс,noun
FOREIGN,автоплуг,noun,авто,glroot,плуг,noun
FOREIGN,автосварка,noun,авто,glroot,сварка,noun
FOREIGN,автопародия,noun,авто,glroot,пародия,noun
FOREIGN,цинкограф,noun,цинк,noun,граф,glroot
FOREIGN,метеонаблюдение,noun,метео,glroot,наблюдение,noun
FOREIGN,астроботаника,noun,астро,glroot,ботаника,noun
FOREIGN,стереокино,noun,стерео,glroot,кино,noun
FOREIGN,миллиграмм,noun,милли,glroot,грамм,noun
FOREIGN,вулканолог,noun,вулкан,noun,лог,glroot
FOREIGN,метролог,noun,метро,glroot,лог,glroot
FOREIGN,библиография,noun,библио,glroot,граф,glroot
FOREIGN,фонолог,noun,фоно,glroot,лог,glroot
FOREIGN,аквамобиль,noun,аква,glroot,мобиль,glroot
FOREIGN,авиабилет,noun,авиа,glroot,билет,noun
FOREIGN,гидролокатор,noun,гидро,glroot,локатор,noun
FOREIGN,автолюбитель,noun,авто,glroot,любитель,noun
FOREIGN,гидрофоб,noun,гидро,glroot,фоб,glroot
FOREIGN,гальваностереотип,noun,гальвано,glroot,стереотип,noun
FOREIGN,вододром,noun,вода,noun,дром,glroot
FOREIGN,телескоп,noun,теле,glroot,скоп,glroot
FOREIGN,библиограф,noun,библио,glroot,граф,glroot
FOREIGN,псевдоклассицизм,noun,псевдо,glroot,классицизм,noun
FOREIGN,мотопатруль,noun,мото,glroot,патруль,noun
FOREIGN,макси-юбка,noun,макси,glroot,юбка,noun
FOREIGN,микроскоп,noun,микро,glroot,скоп,glroot
FOREIGN,хронометр,noun,хроно,glroot,метр,glroot
FOREIGN,эвакогоспиталь,noun,эвако,glroot,госпиталь,noun
FOREIGN,невросклероз,noun,невро,glroot,склероз,noun
FOREIGN,псевдопрогресс,noun,псевдо,glroot,прогресс,noun
FOREIGN,аэроплан,noun,аэро,glroot,план,glroot
FOREIGN,фонолог,noun,фоно,glroot,лог,glroot
FOREIGN,геомагнетизм,noun,гео,glroot,магнетизм,noun
FOREIGN,автокар,noun,авто,glroot,кар,glroot
FOREIGN,турбокомпрессор,noun,турбо,glroot,компрессор,noun
FOREIGN,велокросс,noun,вело,glroot,кросс,noun
FOREIGN,арифмограф,noun,арифмо,glroot,граф,glroot
FOREIGN,мотобол,noun,мото,glroot,бол,glroot
FOREIGN,неонацизм,noun,нео,glroot,нацизм,noun
FOREIGN,электропередача,noun,электро,glroot,передача,noun
FOREIGN,гидростат,noun,гидро,glroot,стат,glroot
FOREIGN,психоанализ,noun,психо,glroot,анализ,noun
FOREIGN,кругорама,noun,круг,noun,рама,glroot
FOREIGN,биофизика,noun,био,glroot,физика,noun
FOREIGN,технолог,noun,техно,glroot,лог,glroot
FOREIGN,блицтурнир,noun,блиц,glroot,турнир,noun
FOREIGN,термокамера,noun,термо,glroot,камера,noun
FOREIGN,психопат,noun,психо,glroot,пат,glroot
FOREIGN,шифрограмма,noun,шифр,noun,грамма,glroot
FOREIGN,макроклимат,noun,макро,glroot,климат,noun
FOREIGN,дендрохронология,noun,дендро,glroot,хронология,noun
FOREIGN,микровольт,noun,микро,glroot,вольт,noun
FOREIGN,моногамия,noun,моно,glroot,гамия,glroot
FOREIGN,видеозапись,noun,видео,glroot,запись,noun
FOREIGN,гидробус,noun,гидро,glroot,бус,glroot
FOREIGN,гальванотехника,noun,гальвано,glroot,техника,noun
FOREIGN,автовокзал,noun,авто,glroot,вокзал,noun
FOREIGN,мотошлем,noun,мото,glroot,шлем,noun
FOREIGN,гидролиз,noun,гидро,glroot,лиз,glroot
FOREIGN,полимер,noun,поли,glroot,мер,glroot
FOREIGN,гелиотерапия,noun,гелио,glroot,терапия,noun
FOREIGN,Афганистан,noun,Афган,prop,стан,glroot
FOREIGN,геоботаника,noun,гео,glroot,ботаника,noun
FOREIGN,квазипустота,noun,квази,glroot,пустота,noun
FOREIGN,Индостан,noun,Инд,prop,стан,glroot
FOREIGN,игротека,noun,игра,noun,тека,glroot
FOREIGN,астрофотография,noun,астро,glroot,фотография,noun
FOREIGN,монокультура,noun,моно,glroot,культура,noun
FOREIGN,изолиния,noun,изо,glroot,линия,noun
FOREIGN,стереоэкран,noun,стерео,glroot,экран,noun
FOREIGN,неомещанин,noun,нео,glroot,мещанин,noun
FOREIGN,гидрограф,noun,гидро,glroot,граф,glroot
FOREIGN,виброболезнь,noun,вибро,glroot,болезнь,noun
FOREIGN,библиотека,noun,библио,glroot,тека,glroot
FOREIGN,гелиоводонагреватель,noun,гелио,glroot,водонагреватель,noun
FOREIGN,мотопехота,noun,мото,glroot,пехота,noun
FOREIGN,телефон,noun,теле,glroot,фон,glroot
FOREIGN,автокормушка,noun,авто,glroot,кормушка,noun
FOREIGN,мини-юбка,noun,мини,glroot,юбка,noun
FOREIGN,англомания,noun,Англия,prop,ман,glroot
FOREIGN,мотобригада,noun,мото,glroot,бригада,noun
FOREIGN,спектроскоп,noun,спектр,noun,скоп,glroot
FOREIGN,климатрон,noun,климат,noun,трон,glroot
FOREIGN,славянофил,noun,славяне,noun,фил,glroot
FOREIGN,изошутка,noun,изо,glroot,шутка,noun
FOREIGN,нитролак,noun,нитро,glroot,лак,noun
FOREIGN,барограф,noun,бар,glroot,граф,glroot
FOREIGN,стереоэффект,noun,стерео,glroot,эффект,noun
FOREIGN,картотека,noun,карта,noun,тека,glroot
FOREIGN,сейсмоприемник,noun,сейсмо,glroot,приемник,noun
FOREIGN,англоман,noun,англо,glroot,ман,glroot
FOREIGN,автобиография,noun,авто,glroot,биография,noun
FOREIGN,турбовентилятор,noun,турбо,glroot,вентилятор,noun
